2.000000000000000042e-02,4.021043176282146359e-02,9.792459431367505074e-01
2.232653061224489921e-01,4.021043176282146359e-02,7.721309914928162765e-01
4.265306122448980219e-01,4.021043176282146359e-02,5.779948569858605056e-01
6.297959183673470518e-01,4.021043176282146359e-02,4.048600126465046745e-01
8.330612244897960261e-01,4.021043176282146359e-02,2.596925819884789988e-01
1.036326530612245111e+00,4.021043176282146359e-02,1.481112357388499612e-01
1.239591836734694086e+00,4.021043176282146359e-02,7.416042499418475098e-02
1.442857142857143060e+00,4.021043176282146359e-02,4.015694066522424582e-02
1.646122448979592034e+00,4.021043176282146359e-02,4.661539908457831838e-02
1.849387755102041009e+00,4.021043176282146359e-02,9.225467086951164020e-02
2.052653061224490205e+00,4.021043176282146359e-02,1.740836561966437324e-01
2.255918367346938957e+00,4.021043176282146359e-02,2.875613249563491736e-01
2.459183673469388154e+00,4.021043176282146359e-02,4.268227368918377507e-01
2.662448979591836906e+00,4.021043176282146359e-02,5.849599719585794055e-01
2.865714285714286103e+00,4.021043176282146359e-02,7.543446511915151698e-01
3.068979591836734855e+00,4.021043176282146359e-02,9.269771042132114447e-01
3.272244897959184051e+00,4.021043176282146359e-02,1.094846302867938714e+00
3.475510204081633248e+00,4.021043176282146359e-02,1.250284461618111687e+00
3.678775510204082000e+00,4.021043176282146359e-02,1.386300702335099944e+00
3.882040816326531196e+00,4.021043176282146359e-02,1.496879360360432676e+00
4.085306122448979949e+00,4.021043176282146359e-02,1.577230306969943374e+00
4.288571428571428257e+00,4.021043176282146359e-02,1.623980991044216893e+00
4.491836734693877453e+00,4.021043176282146359e-02,1.635302648265157144e+00
4.695102040816326650e+00,4.021043176282146359e-02,1.610966161273876152e+00
4.898367346938775846e+00,4.021043176282146359e-02,1.552326239959030740e+00
5.101632653061225042e+00,4.021043176282146359e-02,1.462235784006459260e+00
5.304897959183673350e+00,4.021043176282146359e-02,1.344895348644782329e+00
5.508163265306122547e+00,4.021043176282146359e-02,1.205645426009882337e+00
5.711428571428571743e+00,4.021043176282146359e-02,1.050711659552347133e+00
5.914693877551020940e+00,4.021043176282146359e-02,8.869150272862247331e-01
6.117959183673469248e+00,4.021043176282146359e-02,7.213603844390117370e-01
6.321224489795918444e+00,4.021043176282146359e-02,5.611174964102323415e-01
6.524489795918367641e+00,4.021043176282146359e-02,4.129087960857227846e-01
6.727755102040816837e+00,4.021043176282146359e-02,2.828175712549675924e-01
6.931020408163266033e+00,4.021043176282146359e-02,1.760291617517633078e-01
7.134285714285714342e+00,4.021043176282146359e-02,9.661608150110306825e-02
7.337551020408163538e+00,4.021043176282146359e-02,4.737586027659160259e-02
7.540816326530612734e+00,4.021043176282146359e-02,2.972792485884884900e-02
7.744081632653061931e+00,4.021043176282146359e-02,4.367312469614682835e-02
7.947346938775510239e+00,4.021043176282146359e-02,8.781667709029716828e-02
8.150612244897960323e+00,4.021043176282146359e-02,1.594524884492292405e-01
8.353877551020408632e+00,4.021043176282146359e-02,2.547041257748826615e-01
8.557142857142856940e+00,4.021043176282146359e-02,3.687152827622534601e-01
8.760408163265307024e+00,4.021043176282146359e-02,4.958805110804161975e-01
8.963673469387755333e+00,4.021043176282146359e-02,6.301053555700365516e-01
9.166938775510205417e+00,4.021043176282146359e-02,7.650839072567340304e-01
9.370204081632653725e+00,4.021043176282146359e-02,8.945812117920260986e-01
9.573469387755102034e+00,4.021043176282146359e-02,1.012707959796644852e+00
9.776734693877552118e+00,4.021043176282146359e-02,1.114175430924040144e+00
9.980000000000000426e+00,4.021043176282146359e-02,1.194519732134274426e+00
2.000000000000000042e-02,1.483420438217928350e-01,9.775373225983008396e-01
2.232653061224489921e-01,1.483420438217928350e-01,7.584904901956760481e-01
4.265306122448980219e-01,1.483420438217928350e-01,5.625890932525224875e-01
6.297959183673470518e-01,1.483420438217928350e-01,3.974487300024142633e-01
8.330612244897960261e-01,1.483420438217928350e-01,2.686382544031344910e-01
1.036326530612245111e+00,1.483420438217928350e-01,1.795002438694773828e-01
1.239591836734694086e+00,1.483420438217928350e-01,1.311011378097017843e-01
1.442857142857143060e+00,1.483420438217928350e-01,1.223061250414262530e-01
1.646122448979592034e+00,1.483420438217928350e-01,1.499674711385494685e-01
1.849387755102041009e+00,1.483420438217928350e-01,2.092095686477906946e-01
2.052653061224490205e+00,1.483420438217928350e-01,2.937897960018509003e-01
2.255918367346938957e+00,1.483420438217928350e-01,3.965114385548128006e-01
2.459183673469388154e+00,1.483420438217928350e-01,5.096635291641773424e-01
2.662448979591836906e+00,1.483420438217928350e-01,6.254624967778217304e-01
2.865714285714286103e+00,1.483420438217928350e-01,7.364718843780027058e-01
3.068979591836734855e+00,1.483420438217928350e-01,8.359789603970558813e-01
3.272244897959184051e+00,1.483420438217928350e-01,9.183105935866217040e-01
3.475510204081633248e+00,1.483420438217928350e-01,9.790750430261369042e-01
3.678775510204082000e+00,1.483420438217928350e-01,1.015321060326590752e+00
3.882040816326531196e+00,1.483420438217928350e-01,1.025610629070032642e+00
4.085306122448979949e+00,1.483420438217928350e-01,1.010006502748581170e+00
4.288571428571428257e+00,1.483420438217928350e-01,9.699801935206536774e-01
